Node,PR
C0006856,5.67E-06
C0006861,1.86E-05
C0006863,6.46E-05
C0006864,5.00E-05
C0006873,8.32E-06
C0006882,6.36E-06
C0006901,7.95E-05
C0006902,8.45E-06
C0006904,5.48E-06
C0006906,1.11E-05
C0006916,6.50E-06
C0006931,3.04E-05
C0006933,0.00016492
C0006935,7.86E-06
C0006938,4.14E-05
C0006943,5.65E-06
C0006945,5.75E-06
C0006949,3.10E-05
C0006960,9.80E-06
C0006968,2.69E-05
C0007004,0.000155926
C0007009,6.07E-05
C0007010,1.39E-05
C0007012,6.15E-05
C0007016,5.86E-06
C0007018,2.39E-05
C0007022,1.80E-05
C0007026,1.50E-05
C0007028,7.81E-06
C0007036,5.70E-06
C0007043,5.38E-06
C0007054,7.86E-06
C0007061,1.61E-05
C0007066,2.14E-05
C0007072,7.78E-06
C0007075,9.38E-06
C0007082,5.18E-05
C0007090,5.46E-05
C0007091,5.66E-06
C0007093,8.67E-06
C0007095,6.36E-06
C0007097,0.000124823
C0007099,1.77E-05
C0007102,8.65E-05
C0007103,3.67E-05
C0007107,1.75E-05
C0007112,1.44E-05
C0007113,9.60E-05
C0007114,3.13E-05
C0007115,1.87E-05
C0007117,1.61E-05
C0007118,7.75E-06
C0007120,5.79E-06
C0007121,1.63E-05
C0007124,2.95E-05
C0007129,2.17E-05
C0007130,5.76E-06
C0007131,0.000160191
C0007134,0.000101537
C0007135,6.36E-06
C0007137,0.000151478
C0007138,4.87E-05
C0007143,7.85E-06
C0007144,1.13E-05
C0007158,3.34E-05
C0007166,7.48E-06
C0007177,3.53E-05
C0007179,7.88E-06
C0007188,2.08E-05
C0007189,1.37E-05
C0007193,3.81E-05
C0007194,2.74E-05
C0007196,1.14E-05
C0007202,7.77E-05
C0007203,0.000107437
C0007208,7.67E-06
C0007209,5.85E-06
C0007220,9.32E-06
C0007222,0.000448782
C0007226,2.69E-05
C0007227,2.25E-05
C0007239,5.81E-06
C0007258,9.27E-06
C0007262,9.72E-06
C0007267,3.13E-05
C0007271,1.70E-05
C0007272,6.66E-05
C0007273,2.04E-05
C0007274,1.18E-05
C0007276,7.91E-06
C0007277,7.46E-06
C0007279,8.03E-06
C0007281,6.03E-06
C0007282,2.14E-05
C0007284,1.39E-05
C0007286,4.93E-05
C0007289,1.28E-05
C0007292,4.87E-05
C0007294,3.07E-05
C0007299,7.70E-06
C0007301,7.98E-05
C0007309,6.03E-06
C0007320,1.50E-05
C0007328,3.40E-05
C0007332,2.29E-05
C0007341,5.63E-06
C0007344,3.11E-05
C0007347,7.22E-06
C0007350,1.78E-05
C0007361,1.21E-05
C0007364,5.70E-06
C0007367,5.71E-05
C0007382,4.07E-05
C0007384,6.74E-06
C0007389,1.74E-05
C0007397,5.40E-06
C0007398,1.56E-05
C0007404,2.84E-05
C0007412,2.09E-05
C0007413,1.43E-05
C0007418,5.65E-06
C0007427,1.63E-05
C0007428,3.94E-05
C0007430,3.27E-05
C0007431,1.02E-05
C0007435,2.16E-05
C0007438,5.64E-06
C0007439,2.18E-05
C0007447,1.16E-05
C0007448,1.10E-05
C0007449,6.22E-06
C0007450,0.001114709
C0007452,0.000541432
C0007453,0.000129227
C0007457,0.000144891
C0007465,7.75E-06
C0007471,2.52E-05
C0007507,5.40E-06
C0007531,8.25E-05
C0007537,1.09E-05
C0007546,1.07E-05
C0007554,1.92E-05
C0007557,5.64E-06
C0007559,1.61E-05
C0007561,3.42E-05
C0007562,1.23E-05
C0007569,1.67E-05
C0007570,5.28E-05
C0007577,5.58E-05
C0007578,8.06E-05
C0007580,7.77E-06
C0007581,4.21E-05
C0007582,4.25E-05
C0007584,0.00113068
C0007585,5.46E-05
C0007586,0.000118592
C0007587,0.000231621
C0007588,6.52E-06
C0007589,2.25E-05
C0007590,2.11E-05
C0007593,5.93E-06
C0007594,1.17E-05
C0007595,0.000102762
C0007600,0.000521621
C0007601,9.54E-06
C0007603,0.000321683
C0007605,1.43E-05
C0007608,9.59E-06
C0007610,2.44E-05
C0007613,0.000266321
C0007616,1.11E-05
C0007620,0.000147422
C0007621,0.000157419
C0007623,3.13E-05
C0007625,2.77E-05
C0007634,0.001550723
C0007635,1.71E-05
C0007637,2.93E-05
C0007641,7.34E-06
C0007642,3.79E-05
C0007648,4.38E-05
C0007649,9.93E-06
C0007656,2.36E-05
C0007667,9.37E-06
C0007670,2.95E-05
C0007680,1.43E-05
C0007682,0.000107595
C0007684,7.41E-05
C0007688,1.01E-05
C0007703,2.89E-05
C0007704,1.30E-05
C0007708,2.08E-05
C0007709,1.92E-05
C0007738,1.43E-05
C0007742,1.83E-05
C0007745,1.67E-05
C0007752,1.89E-05
C0007758,1.87E-05
C0007760,1.44E-05
C0007763,2.66E-05
C0007765,8.78E-05
C0007766,0.000125108
C0007767,1.65E-05
C0007770,2.37E-05
C0007772,5.74E-06
C0007774,6.36E-06
C0007776,8.45E-05
C0007780,1.00E-05
C0007785,0.000115368
C0007786,5.42E-06
C0007787,6.73E-05
C0007789,5.26E-05
C0007797,1.00E-05
C0007799,5.93E-06
C0007806,0.000145229
C0007810,5.47E-06
C0007812,5.85E-06
C0007814,5.68E-06
C0007815,6.36E-06
C0007818,6.07E-05
C0007820,5.94E-05
C0007828,7.68E-06
C0007841,5.48E-06
C0007847,7.20E-05
C0007859,2.20E-05
C0007867,1.66E-05
C0007868,8.53E-06
C0007874,6.06E-06
C0007876,9.11E-05
C0007896,2.06E-05
C0007907,1.43E-05
C0007933,5.50E-06
C0007935,1.12E-05
C0007952,7.22E-06
C0007955,7.55E-06
C0007959,8.39E-06
C0007962,6.20E-06
C0007963,2.36E-05
C0007966,1.02E-05
C0007970,0.000106257
C0007971,7.66E-06
C0007974,2.64E-05
C0007975,6.11E-06
C0007983,7.00E-06
C0008010,1.00E-05
C0008013,4.14E-05
C0008014,2.48E-05
C0008018,4.23E-05
C0008019,1.28E-05
C0008024,2.11E-05
C0008031,4.41E-05
C0008033,9.93E-06
C0008034,4.11E-05
C0008046,5.61E-06
C0008049,4.49E-05
C0008051,0.000204633
C0008055,4.08E-05
C0008056,7.80E-05
C0008058,4.33E-05
C0008059,0.003840639
C0008060,5.15E-05
C0008062,7.59E-06
C0008067,1.08E-05
C0008070,1.85E-05
C0008071,1.38E-05
C0008073,1.95E-05
C0008078,1.64E-05
C0008093,5.53E-06
C0008098,0.000172387
C0008100,9.55E-05
C0008109,7.99E-05
C0008111,2.79E-05
C0008114,7.47E-06
C0008121,9.39E-06
C0008139,0.0004477
C0008141,1.35E-05
C0008142,5.65E-06
C0008145,1.44E-05
C0008148,3.54E-05
C0008149,1.73E-05
C0008150,8.40E-06
C0008151,2.53E-05
C0008152,5.50E-06
C0008155,5.53E-06
C0008161,5.79E-06
C0008162,6.51E-06
C0008163,5.58E-06
C0008168,5.88E-06
C0008169,5.61E-06
C0008173,1.07E-05
C0008183,5.58E-06
C0008188,1.64E-05
C0008196,5.23E-05
C0008203,3.95E-05
C0008209,2.60E-05
C0008238,2.27E-05
C0008240,2.40E-05
C0008260,1.41E-05
C0008266,3.17E-05
C0008269,0.000432746
C0008272,7.94E-06
C0008281,5.49E-06
C0008286,3.18E-05
C0008293,5.51E-06
C0008294,1.35E-05
C0008300,4.50E-05
C0008301,1.23E-05
C0008307,1.27E-05
C0008310,3.36E-05
C0008311,2.17E-05
C0008312,2.58E-05
C0008313,8.58E-06
C0008318,4.05E-05
C0008320,0.000104091
C0008325,3.33E-05
C0008328,2.18E-05
C0008340,1.40E-05
C0008342,1.16E-05
C0008343,8.94E-06
C0008350,3.66E-05
C0008354,2.26E-05
C0008356,1.55E-05
C0008357,1.21E-05
C0008359,6.12E-06
C0008370,4.23E-05
C0008372,6.36E-06
C0008373,1.35E-05
C0008377,0.000191018
C0008380,5.83E-06
C0008385,1.23E-05
C0008387,5.83E-06
C0008405,2.21E-05
C0008407,6.48E-06
C0008409,1.47E-05
C0008412,7.37E-06
C0008422,2.48E-05
C0008425,8.13E-06
C0008429,1.51E-05
C0008441,1.52E-05
C0008454,5.76E-06
C0008455,1.13E-05
C0008466,2.61E-05
C0008479,2.24E-05
C0008489,7.00E-06
C0008495,2.30E-05
C0008497,1.08E-05
C0008503,5.80E-06
C0008508,8.10E-06
C0008513,1.34E-05
C0008519,9.13E-06
C0008520,1.97E-05
C0008523,9.23E-06
C0008524,1.59E-05
C0008525,2.48E-05
C0008526,5.97E-06
C0008533,1.03E-05
C0008546,6.99E-05
C0008550,4.41E-05
C0008551,4.98E-05
C0008552,7.85E-06
C0008555,1.58E-05
C0008556,6.59E-06
C0008559,3.77E-05
C0008562,8.26E-05
C0008564,7.78E-06
C0008565,3.28E-05
C0008569,1.58E-05
C0008572,4.77E-05
C0008574,1.45E-05
C0008582,2.11E-05
C0008586,1.34E-05
C0008594,5.55E-06
C0008625,1.40E-05
C0008628,4.72E-05
C0008630,5.95E-06
C0008633,2.46E-05
C0008643,2.31E-05
C0008651,1.26E-05
C0008653,7.88E-06
C0008654,6.91E-06
C0008655,7.05E-06
C0008657,5.76E-06
C0008660,7.96E-06
C0008661,1.73E-05
C0008662,5.66E-06
C0008664,8.20E-06
C0008666,3.39E-05
C0008668,8.27E-06
C0008669,5.60E-06
C0008670,8.12E-06
C0008671,5.92E-06
C0008672,5.64E-06
C0008677,4.37E-05
C0008679,0.000479566
C0008707,1.86E-05
C0008715,1.82E-05
C0008732,1.05E-05
C0008733,1.89E-05
C0008742,1.89E-05
C0008767,5.14E-05
C0008778,3.99E-05
C0008779,5.80E-06
C0008780,2.48E-05
C0008781,2.48E-05
C0008783,6.73E-06
C0008788,1.40E-05
C0008797,5.99E-06
C0008802,9.31E-06
C0008809,5.94E-05
C0008810,5.22E-05
C0008813,1.83E-05
C0008819,5.48E-06
C0008838,6.73E-05
C0008844,5.64E-06
C0008845,1.94E-05
C0008857,8.14E-06
C0008858,1.26E-05
C0008864,2.51E-05
C0008886,1.54E-05
C0008887,1.27E-05
C0008894,5.83E-06
C0008897,1.96E-05
C0008902,3.66E-05
C0008904,5.60E-06
C0008905,3.54E-05
C0008910,7.96E-06
C0008913,6.10E-06
C0008919,1.76E-05
C0008925,1.73E-05
C0008935,5.50E-06
C0008942,8.09E-05
C0008943,9.79E-06
C0008946,6.53E-05
C0008947,1.83E-05
C0008952,9.52E-06
C0008955,1.06E-05
C0008961,7.53E-06
C0008964,6.19E-06
C0008971,2.93E-05
C0008972,5.43E-05
C0008976,0.000272846
C0008992,6.36E-06
C0009008,8.72E-06
C0009011,9.88E-06
C0009013,0.000186798
C0009014,2.40E-05
C0009015,5.85E-06
C0009022,2.48E-05
C0009024,7.85E-06
C0009054,7.38E-06
C0009055,1.25E-05
C0009062,1.17E-05
C0009063,4.54E-05
C0009064,6.41E-06
C0009068,6.57E-05
C0009069,5.82E-06
C0009072,5.80E-06
C0009074,4.56E-05
C0009077,7.94E-06
C0009079,2.12E-05
C0009081,9.68E-06
C0009085,2.08E-05
C0009088,1.26E-05
C0009093,5.54E-06
C0009117,1.63E-05
C0009118,5.70E-06
C0009131,1.15E-05
C0009140,6.82E-06
C0009144,1.21E-05
C0009148,1.98E-05
C0009170,3.74E-05
C0009182,5.47E-06
C0009183,6.43E-06
C0009186,1.91E-05
C0009187,2.52E-05
C0009193,6.36E-06
C0009195,2.04E-05
C0009199,2.53E-05
C0009214,1.01E-05
C0009219,2.13E-05
C0009221,4.29E-05
C0009226,5.65E-06
C0009235,5.47E-06
C0009237,5.66E-06
C0009239,9.89E-06
C0009240,4.56E-05
C0009241,5.17E-05
C0009244,7.51E-05
C0009247,7.00E-05
C0009253,0.000218956
C0009262,7.20E-05
C0009264,9.74E-06
C0009267,9.60E-06
C0009274,3.75E-05
C0009276,5.83E-06
C0009311,1.00E-05
C0009316,5.55E-05
C0009317,5.64E-06
C0009319,0.000115672
C0009324,0.000105534
C0009325,0.000157232
C0009326,5.92E-05
C0009331,1.77E-05
C0009332,5.76E-06
C0009333,7.68E-06
C0009348,2.30E-05
C0009351,6.13E-06
C0009355,6.36E-06
C0009356,6.02E-06
C0009359,7.72E-06
C0009361,8.18E-06
C0009368,9.68E-05
C0009373,1.44E-05
C0009375,1.75E-05
C0009376,6.63E-06
C0009377,6.28E-06
C0009378,7.89E-05
C0009385,5.93E-06
C0009392,1.83E-05
C0009398,8.37E-06
C0009401,9.12E-06
C0009402,0.000266212
C0009404,2.49E-05
C0009407,4.02E-05
C0009410,2.66E-05
C0009413,6.74E-05
C0009416,7.58E-06
C0009417,6.36E-06
C0009418,1.70E-05
C0009421,3.38E-05
C0009426,1.37E-05
C0009429,0.000223718
C0009431,5.94E-06
C0009438,8.90E-06
C0009443,0.000288987
C0009447,3.15E-05
C0009448,5.47E-06
C0009449,8.99E-06
C0009450,0.001268924
C0009451,9.43E-06
C0009452,7.22E-06
C0009460,1.35E-05
C0009462,0.001072441
C0009467,1.31E-05
C0009469,7.70E-06
C0009470,5.40E-06
C0009473,5.97E-06
C0009478,2.14E-05
C0009482,8.10E-06
C0009484,1.19E-05
C0009487,7.68E-06
C0009488,0.000436382
C0009492,3.28E-05
C0009498,0.000244351
C0009499,5.55E-06
C0009500,2.48E-05
C0009502,5.70E-06
C0009506,1.78E-05
C0009516,1.34E-05
C0009519,7.30E-06
C0009521,1.31E-05
C0009528,5.26E-05
C0009541,2.97E-05
C0009545,1.53E-05
C0009552,1.40E-05
C0009555,4.94E-05
C0009556,6.36E-06
C0009558,5.90E-06
C0009566,0.001649429
C0009586,1.83E-05
C0009595,7.66E-06
C0009609,5.81E-06
C0009622,5.85E-06
C0009630,5.62E-05
C0009636,5.73E-06
C0009637,2.90E-05
C0009649,1.46E-05
C0009653,0.000125659
C0009663,1.57E-05
C0009667,1.49E-05
C0009669,8.06E-06
C0009671,3.44E-05
C0009676,6.43E-05
C0009742,1.41E-05
C0009743,4.66E-05
C0009753,8.55E-06
C0009757,5.69E-06
C0009758,6.14E-05
C0009760,6.36E-06
C0009763,8.09E-05
C0009765,1.27E-05
C0009766,6.36E-06
C0009768,2.19E-05
C0009774,9.97E-06
C0009777,1.65E-05
C0009780,2.35E-05
C0009782,4.32E-05
C0009790,5.48E-06
C0009792,6.36E-06
C0009802,3.57E-05
C0009806,4.90E-05
C0009807,8.32E-06
C0009811,5.69E-06
C0009812,9.40E-06
C0009813,9.87E-06
C0009814,5.52E-06
C0009817,3.37E-05
C0009818,0.00021156
C0009835,1.91E-05
C0009836,1.51E-05
C0009847,1.55E-05
C0009853,7.41E-06
C0009861,9.30E-06
C0009871,6.11E-06
C0009905,3.85E-05
C0009906,7.76E-06
C0009907,5.90E-06
C0009917,1.06E-05
C0009924,2.48E-05
C0009928,5.56E-06
C0009932,0.000586334
C0009933,2.06E-05
C0009938,2.33E-05
C0009940,4.80E-05
C0009946,9.68E-06
C0009952,4.76E-05
C0009967,5.68E-06
C0009968,7.16E-05
C0010009,6.22E-06
C0010028,2.61E-05
C0010029,1.54E-05
C0010031,8.52E-05
C0010034,1.73E-05
C0010037,2.48E-05
C0010038,6.36E-06
C0010042,1.45E-05
C0010043,1.21E-05
C0010051,2.76E-05
C0010054,0.000200396
C0010055,7.26E-05
C0010066,8.11E-06
C0010068,2.47E-05
C0010072,1.73E-05
C0010073,1.93E-05
C0010075,1.05E-05
C0010076,6.75E-05
C0010082,1.12E-05
C0010090,2.88E-05
C0010093,5.73E-06
C0010096,5.79E-06
C0010101,2.34E-05
C0010106,7.68E-06
C0010124,2.40E-05
C0010132,2.12E-05
C0010137,1.80E-05
C0010150,8.15E-06
C0010152,7.46E-06
C0010164,6.35E-06
C0010166,6.31E-06
C0010171,1.24E-05
C0010181,1.27E-05
C0010186,1.03E-05
C0010192,5.85E-06
C0010194,1.09E-05
C0010196,2.01E-05
C0010200,0.000278078
C0010201,3.25E-05
C0010206,1.52E-05
C0010207,1.96E-05
C0010210,6.01E-05
C0010214,7.51E-06
C0010222,3.65E-05
C0010232,7.47E-06
C0010233,3.10E-05
C0010239,6.06E-06
C0010240,5.45E-06
C0010243,7.74E-06
C0010246,2.41E-05
C0010260,7.53E-06
C0010266,9.80E-06
C0010268,2.21E-05
C0010271,2.23E-05
C0010273,1.85E-05
C0010276,8.28E-06
C0010278,3.07E-05
C0010280,3.48E-05
C0010286,1.75E-05
C0010287,2.90E-05
C0010288,1.31E-05
C0010289,7.76E-06
C0010290,1.19E-05
C0010291,5.76E-06
C0010294,7.74E-05
C0010297,1.57E-05
C0010298,7.68E-06
C0010308,1.48E-05
C0010316,5.77E-06
C0010331,1.74E-05
C0010332,1.81E-05
C0010337,6.07E-05
C0010340,0.000513565
C0010341,6.07E-06
C0010345,5.75E-06
C0010346,0.000153446
C0010352,3.55E-05
C0010355,5.68E-06
C0010356,0.000264252
C0010357,0.000114871
C0010362,0.000161984
C0010366,3.09E-05
C0010367,5.67E-06
C0010377,1.23E-05
C0010380,3.73E-05
C0010383,7.65E-06
C0010384,9.23E-06
C0010395,1.52E-05
C0010399,5.74E-06
C0010404,5.76E-06
C0010405,2.22E-05
C0010408,5.64E-05
C0010414,2.78E-05
C0010415,8.43E-06
C0010416,9.03E-06
C0010417,1.13E-05
C0010418,7.14E-05
C0010422,1.94E-05
C0010424,1.47E-05
C0010454,7.61E-06
C0010460,1.35E-05
C0010461,9.38E-06
C0010467,0.000136903
C0010468,1.72E-05
C0010472,5.90E-06
C0010481,1.60E-05
C0010495,8.29E-06
C0010505,9.80E-06
C0010507,1.37E-05
C0010511,2.48E-05
C0010520,2.91E-05
C0010531,7.53E-06
C0010536,1.22E-05
C0010546,1.53E-05
C0010558,4.04E-05
C0010566,5.56E-06
C0010572,2.82E-05
C0010583,6.00E-05
C0010590,8.13E-05
C0010592,0.000154861
C0010606,2.31E-05
C0010613,5.47E-06
C0010631,1.19E-05
C0010633,5.73E-06
C0010635,8.30E-06
C0010640,5.89E-06
C0010641,3.00E-05
C0010646,2.71E-05
C0010648,1.39E-05
C0010651,3.87E-05
C0010654,0.000127387
C0010656,6.74E-05
C0010658,1.35E-05
C0010661,7.46E-06
C0010668,1.28E-05
C0010674,0.000165217
C0010678,1.23E-05
C0010679,5.95E-06
C0010682,2.14E-05
C0010691,7.48E-06
C0010692,1.57E-05
C0010695,1.87E-05
C0010702,1.28E-05
C0010705,1.07E-05
C0010709,8.65E-05
C0010711,1.83E-05
C0010715,5.53E-06
C0010723,1.17E-05
C0010734,1.06E-05
C0010737,1.05E-05
C0010738,9.92E-06
C0010744,8.63E-06
C0010749,2.34E-05
C0010755,9.55E-06
C0010760,2.06E-05
C0010762,6.54E-05
C0010763,7.63E-06
C0010798,2.06E-05
C0010802,5.97E-06
C0010803,1.85E-05
C0010805,1.50E-05
C0010806,1.44E-05
C0010808,1.11E-05
C0010813,0.000229183
C0010818,5.26E-05
C0010819,9.91E-06
C0010821,5.47E-06
C0010823,9.77E-05
C0010825,0.000130096
C0010827,0.000168795
C0010828,1.50E-05
C0010833,6.23E-06
C0010834,0.000418082
C0010836,9.56E-06
C0010837,1.89E-05
C0010840,2.77E-05
C0010843,2.61E-05
C0010851,3.61E-05
C0010852,7.80E-06
C0010853,3.02E-05
C0010858,5.86E-06
C0010868,7.55E-06
C0010931,9.85E-06
C0010934,3.44E-05
C0010947,5.67E-06
C0010957,0.000184316
C0010962,7.32E-06
C0010963,1.21E-05
C0010964,5.64E-06
C0010976,1.04E-05
C0010980,2.12E-05
C0010992,3.48E-05
C0010995,5.11E-05
C0011000,1.07E-05
C0011011,7.72E-06
C0011051,1.14E-05
C0011052,5.60E-06
C0011053,4.53E-05
C0011057,1.29E-05
C0011061,1.80E-05
C0011065,0.001132858
C0011071,6.99E-05
C0011079,5.56E-05
C0011106,1.47E-05
C0011107,6.24E-06
C0011108,5.84E-06
C0011109,6.05E-05
C0011119,2.78E-05
C0011121,7.41E-05
C0011122,7.26E-06
C0011124,5.53E-06
C0011127,5.14E-05
C0011135,4.02E-05
C0011139,1.34E-05
C0011142,1.61E-05
C0011145,7.73E-06
C0011156,5.76E-06
C0011164,5.24E-05
C0011167,2.11E-05
C0011168,0.000106338
C0011175,8.53E-05
C0011185,1.15E-05
C0011190,5.60E-06
C0011195,5.75E-06
C0011206,0.000122414
C0011209,5.85E-06
C0011211,4.01E-05
C0011212,2.27E-05
C0011216,1.49E-05
C0011220,1.37E-05
C0011253,1.54E-05
C0011269,1.70E-05
C0011298,1.89E-05
C0011302,7.74E-06
C0011303,9.55E-05
C0011304,0.000226768
C0011305,2.67E-05
C0011306,0.000229894
C0011307,4.18E-05
C0011311,6.23E-05
C0011313,1.14E-05
C0011315,0.000133337
C0011327,4.60E-05
C0011328,5.47E-06
C0011331,9.27E-05
C0011334,5.03E-05
C0011343,1.28E-05
C0011344,1.85E-05
C0011357,1.47E-05
C0011365,6.63E-06
C0011369,5.48E-06
C0011373,1.17E-05
C0011381,5.59E-06
C0011382,2.00E-05
C0011389,5.64E-06
C0011399,7.48E-06
C0011405,5.62E-06
C0011420,2.72E-05
C0011428,2.48E-05
C0011429,1.33E-05
C0011438,5.74E-06
C0011441,0.000106856
C0011443,1.14E-05
C0011461,5.46E-06
C0011479,1.16E-05
C0011501,1.15E-05
C0011503,5.76E-06
C0011519,2.11E-05
C0011535,6.55E-06
C0011546,2.00E-05
C0011548,9.64E-06
C0011551,9.62E-06
C0011560,1.28E-05
C0011570,8.16E-06
C0011581,0.000542993
C0011593,1.44E-05
C0011603,5.74E-05
C0011609,8.05E-06
C0011615,9.86E-05
C0011616,3.47E-05
C0011624,5.63E-06
C0011630,1.61E-05
C0011633,3.09E-05
C0011636,2.14E-05
C0011644,2.00E-05
C0011646,3.62E-05
C0011649,1.33E-05
C0011666,2.07E-05
C0011682,2.09E-05
C0011685,6.18E-06
C0011696,9.95E-06
C0011701,1.01E-05
C0011702,6.07E-05
C0011703,5.56E-06
C0011740,7.98E-06
C0011744,1.33E-05
C0011745,5.86E-06
C0011777,0.000208785
C0011786,6.46E-06
C0011813,5.64E-06
C0011816,1.28E-05
C0011847,0.000625423
C0011848,8.17E-06
C0011849,0.000247161
C0011854,0.000193417
C0011860,0.000393412
C0011878,5.45E-06
C0011880,7.57E-05
C0011881,7.57E-05
C0011882,1.22E-05
C0011884,4.35E-05
C0011892,6.35E-06
C0011900,0.001316847
C0011905,1.32E-05
C0011906,0.000102632
C0011911,4.72E-05
C0011918,1.42E-05
C0011923,4.70E-05
C0011929,1.19E-05
C0011930,1.02E-05
C0011946,0.000158601
C0011947,9.95E-06
C0011980,6.48E-05
C0011981,6.36E-06
C0011985,5.73E-06
C0011991,0.000440042
C0011992,8.19E-06
C0012002,3.21E-05
C0012010,2.21E-05
C0012020,5.02E-05
C0012022,7.26E-06
C0012052,2.44E-05
C0012054,9.66E-06
C0012091,3.00E-05
C0012133,1.03E-05
C0012141,7.51E-06
C0012144,7.76E-06
C0012151,5.86E-06
C0012155,5.84E-05
C0012167,6.36E-06
C0012169,5.81E-06
C0012171,5.94E-06
C0012173,5.69E-06
C0012176,9.59E-06
C0012177,1.32E-05
C0012191,8.73E-06
C0012197,1.12E-05
C0012200,5.65E-06
C0012203,1.82E-05
C0012222,5.59E-05
C0012236,9.88E-06
C0012238,6.72E-05
C0012240,2.00E-05
C0012242,1.73E-05
C0012251,5.56E-06
C0012257,1.21E-05
C0012258,1.19E-05
C0012262,2.48E-05
C0012265,2.56E-05
C0012306,1.62E-05
C0012315,1.24E-05
C0012341,5.85E-06
C0012358,1.57E-05
C0012359,0.000115539
C0012384,5.80E-06
C0012403,4.96E-05
C0012411,7.43E-06
C0012426,5.68E-06
C0012431,1.65E-05
C0012444,5.74E-06
C0012459,6.17E-06
C0012460,7.40E-06
C0012470,2.31E-05
C0012471,7.99E-06
C0012472,7.69E-05
C0012476,1.73E-05
C0012498,5.85E-06
C0012503,8.28E-06
C0012512,2.51E-05
C0012515,5.45E-06
C0012522,1.09E-05
C0012524,1.79E-05
C0012544,4.35E-05
C0012546,2.52E-05
C0012550,1.35E-05
C0012551,5.62E-06
C0012569,2.39E-05
C0012578,3.46E-05
C0012582,2.42E-05
C0012586,1.36E-05
C0012591,5.64E-06
C0012610,5.63E-06
C0012611,1.02E-05
C0012613,7.16E-06
C0012617,1.46E-05
C0012618,1.09E-05
C0012621,5.13E-05
C0012622,1.30E-05
C0012624,1.12E-05
C0012625,2.25E-05
C0012630,5.54E-06
C0012634,0.004663205
C0012644,0.000182156
C0012652,4.32E-05
C0012656,0.000173784
C0012682,5.85E-06
C0012683,0.000185115
C0012691,4.54E-05
C0012694,1.19E-05
C0012715,5.52E-06
C0012727,1.43E-05
C0012737,2.11E-05
C0012739,0.000109592
C0012742,5.85E-06
C0012751,1.10E-05
C0012754,9.43E-06
C0012755,0.000105746
C0012771,1.32E-05
C0012772,2.67E-05
C0012780,4.77E-05
C0012788,7.68E-06
C0012789,3.09E-05
C0012797,1.49E-05
C0012798,3.12E-05
C0012802,9.36E-06
C0012804,1.13E-05
C0012811,6.00E-06
C0012813,5.64E-05
C0012814,5.78E-06
C0012817,3.24E-05
C0012826,1.31E-05
C0012833,4.82E-05
C0012854,0.000621998
C0012860,4.87E-05
C0012863,5.56E-06
C0012872,1.24E-05
C0012873,5.76E-06
C0012883,1.37E-05
C0012888,6.03E-06
C0012889,5.72E-06
C0012890,5.63E-06
C0012892,5.98E-06
C0012893,9.94E-06
C0012899,6.01E-05
C0012910,6.62E-06
C0012917,5.73E-06
C0012920,5.54E-06
C0012922,7.79E-06
C0012923,6.81E-05
C0012924,5.70E-06
C0012925,1.40E-05
C0012929,4.60E-05
C0012931,2.32E-05
C0012933,8.35E-06
C0012934,5.62E-06
C0012935,2.47E-05
C0012939,1.32E-05
C0012940,1.08E-05
C0012963,1.46E-05
C0012968,2.04E-05
C0012979,1.79E-05
C0012984,0.001212037
C0012990,1.39E-05
C0012991,9.64E-06
C0013005,9.80E-06
C0013012,5.76E-06
C0013015,1.71E-05
C0013018,0.000180227
C0013030,8.22E-05
C0013036,7.83E-06
C0013064,1.21E-05
C0013072,1.20E-05
C0013075,5.67E-06
C0013080,5.42E-05
C0013081,0.000149174
C0013084,1.09E-05
C0013085,5.69E-06
C0013089,6.60E-05
C0013090,7.88E-05
C0013103,3.49E-05
C0013117,9.64E-06
C0013119,7.03E-05
C0013123,9.18E-06
C0013124,1.34E-05
C0013127,9.03E-05
C0013132,7.63E-06
C0013135,1.66E-05
C0013136,7.75E-06
C0013139,4.12E-05
C0013140,1.49E-05
C0013142,7.49E-06
C0013144,1.83E-05
C0013146,1.12E-05
C0013156,5.85E-06
C0013162,3.92E-05
C0013164,9.65E-06
C0013171,1.10E-05
C0013175,1.39E-05
C0013182,1.15E-05
C0013185,1.81E-05
C0013191,5.85E-06
C0013194,8.33E-05
C0013203,6.24E-05
C0013216,0.000548307
C0013218,1.98E-05
C0013221,1.69E-05
C0013222,9.27E-06
C0013227,0.002097333
C0013229,7.71E-06
C0013230,4.40E-05
C0013231,2.61E-05
C0013238,1.35E-05
C0013239,2.48E-05
C0013254,4.11E-05
C0013264,2.98E-05
C0013268,4.26E-05
C0013274,4.05E-05
C0013288,1.48E-05
C0013292,1.32E-05
C0013295,9.43E-06
C0013298,1.00E-05
C0013301,6.01E-06
C0013302,7.19E-06
C0013303,0.000116476
C0013313,9.80E-06
C0013314,5.44E-06
C0013330,7.20E-06
C0013331,9.95E-06
C0013336,9.82E-06
C0013338,7.37E-06
C0013343,5.24E-05
C0013355,6.03E-06
C0013362,1.94E-05
C0013363,3.52E-05
C0013364,1.10E-05
C0013369,3.94E-05
C0013371,1.01E-05
C0013378,2.55E-05
C0013384,2.00E-05
C0013390,5.70E-05
C0013395,9.39E-06
C0013404,0.00024301
C0013421,2.62E-05
C0013443,3.89E-05
C0013444,1.02E-05
C0013447,1.04E-05
